learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
1000.0,0.0,0.0,1000.0,10.0,-0.11869627658568531,0.0,-3.211009174311926,1000.0,-1.0
2000.0,0.0,0.0,2000.0,9.700000000000001,-0.428852330661162,0.0,-2.7303754266211597,2000.0,-1.0
3000.0,0.0,0.0,3000.0,9.3,-0.985920981578697,0.0,-3.3029612756264233,3000.0,-1.0
4000.0,0.015625,-4.042198674546348E-15,4000.0,10.299999999999999,0.28170141428784173,0.0,-1.7006802721088434,4000.0,-1.0
5000.0,0.015625,-4.042198674546348E-15,5000.0,9.1,-1.1172960634335827,0.0,-3.0612244897959178,5000.0,-1.0
6000.0,0.015625,-4.042198674546348E-15,6000.0,9.9,-0.2412019153746199,0.0,-2.2701475595913725,6000.0,-1.0
7000.0,0.015625,-4.042198674546348E-15,7000.0,7.8,-2.5895516658562596,0.0,-4.5351473922902485,7000.0,-1.0
8000.0,0.015625,-4.042198674546348E-15,8000.0,8.6,-1.6637709917890375,0.0,-3.2768361581920917,8000.0,-1.0
9000.0,0.015625,-4.042198674546348E-15,9000.0,9.8,-0.3180817225348652,0.0,-0.5574136008918606,9000.0,-1.0
10000.0,0.015625,-4.042198674546348E-15,10000.0,10.6,0.4782387987923796,0.0,-0.5624296962879645,10000.0,-1.0
11000.0,0.03125,-8.084397349092695E-15,11000.0,9.6,-0.5617665053673729,0.0,-1.687289088863892,11000.0,-1.0
12000.0,0.03125,-8.084397349092695E-15,12000.0,9.1,-1.094692028199746,0.0,-2.828054298642535,12000.0,-1.0
13000.0,0.03125,-8.084397349092695E-15,13000.0,10.4,0.3503308680420397,0.0,-0.7874015748031503,13000.0,-1.0
14000.0,0.03125,-8.084397349092695E-15,14000.0,10.100000000000001,0.05391974296403088,0.0,-2.0431328036322345,14000.0,-1.0
15000.0,0.03125,-8.084397349092695E-15,15000.0,10.299999999999999,0.25919266654880124,0.0,-1.2415349887133194,15000.0,-1.0
16000.0,0.03125,-8.084397349092695E-15,16000.0,9.8,-0.3656335608436051,0.0,-2.9680365296803646,16000.0,-1.0
17000.0,0.046875,-1.2126596023639042E-14,17000.0,8.5,-1.8283474539018079,0.0,-3.859250851305333,17000.0,-1.0
18000.0,0.046875,-1.2126596023639042E-14,18000.0,10.2,0.1408925269135883,0.0,-1.4689265536723177,18000.0,-1.0
19000.0,0.046875,-1.2126596023639042E-14,19000.0,10.2,0.12845393730780602,0.0,-1.5837104072398203,19000.0,-1.0
20000.0,0.046875,-1.2126596023639042E-14,20000.0,10.6,0.6358637844398418,0.0,0.7769145394006651,20000.0,-1.0
21000.0,0.046875,-1.2126596023639042E-14,21000.0,8.200000000000001,-2.0968785936877876,0.0,-5.154639175257731,21000.0,-1.0
22000.0,0.046875,-1.2126596023639042E-14,22000.0,9.2,-0.9962816016586533,0.0,-2.8312570781426962,22000.0,-1.0
23000.0,0.046875,-1.2126596023639042E-14,23000.0,9.3,-0.8105972277641492,0.0,-1.9101123595505618,23000.0,-1.0
24000.0,0.0625,-1.616879469818539E-14,24000.0,11.5,1.5371332953574488,0.0,-2.0761245674740487,24000.0,-1.0
25000.0,0.0625,-1.616879469818539E-14,25000.0,8.4,-1.921373668679871,0.0,-4.446978335233751,25000.0,-1.0
26000.0,0.0625,-1.616879469818539E-14,26000.0,10.299999999999999,0.28170141428784173,0.0,-1.470588235294119,26000.0,-1.0
27000.0,0.0625,-1.616879469818539E-14,27000.0,10.6,0.6038261967844121,0.0,-0.336700336700337,27000.0,-1.0
28000.0,0.0625,-1.616879469818539E-14,28000.0,8.799999999999999,-1.5174182517631978,0.0,-4.347826086956522,28000.0,-1.0
29000.0,0.0625,-1.616879469818539E-14,29000.0,9.9,-0.20151514477506155,0.0,-1.5783540022547913,29000.0,-1.0
30000.0,0.0625,-1.616879469818539E-14,30000.0,9.5,-0.6539727733784155,0.0,-2.84090909090909,30000.0,-1.0
31000.0,0.078125,-2.021099337273174E-14,31000.0,9.4,-0.8092557584227454,0.0,-3.071672354948805,31000.0,-1.0
32000.0,0.078125,-2.021099337273174E-14,32000.0,7.9,-2.47052998737198,0.0,-4.421768707482992,32000.0,-1.0
33000.0,0.078125,-2.021099337273174E-14,33000.0,8.3,-1.9947367601488661,0.0,-3.9682539682539675,33000.0,-1.0
34000.0,0.078125,-2.021099337273174E-14,34000.0,10.0,-0.08084308102211205,0.0,-0.6711409395973145,34000.0,-1.0
35000.0,0.078125,-2.021099337273174E-14,35000.0,11.0,0.9197761900202825,0.0,-0.1124859392575929,35000.0,-1.0
36000.0,0.078125,-2.021099337273174E-14,36000.0,9.3,-0.8687838360832216,0.0,-1.7957351290684627,36000.0,-1.0
37000.0,0.09375,-2.4253192047278088E-14,37000.0,9.1,-1.0879465134667146,0.0,-3.0612244897959178,37000.0,-1.0
38000.0,0.09375,-2.4253192047278088E-14,38000.0,10.5,0.45634371145463976,0.0,-0.9019165727170245,38000.0,-1.0
39000.0,0.09375,-2.4253192047278088E-14,39000.0,10.100000000000001,0.05103067510581527,0.0,-1.8120045300113252,39000.0,-1.0
40000.0,0.09375,-2.4253192047278088E-14,40000.0,10.100000000000001,0.036582830087764986,0.0,-1.352874859075535,40000.0,-1.0
41000.0,0.09375,-2.4253192047278088E-14,41000.0,9.9,-0.27623264085972815,0.0,-2.8538812785388123,41000.0,-1.0
