learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
1000.0,0.09375,-2.4253192047278088E-14,1000.0,89.7,79.41136492656055,26.428571428571452,78.9795918367347,1000.0,-1.0
2000.0,0.171875,-4.446418542000983E-14,2000.0,92.9,83.2406454475928,49.28571428571433,76.17449664429532,2000.0,-1.0
3000.0,0.25,-6.467517879274156E-14,3000.0,91.10000000000001,81.65130048984844,52.150537634408636,78.34549878345499,3000.0,-1.0
4000.0,0.3125,-8.084397349092696E-14,4000.0,91.8,82.75013358128264,51.47928994082843,79.02813299232737,4000.0,-1.0
5000.0,0.359375,-9.2970569514566E-14,5000.0,90.60000000000001,79.04629431485841,41.25000000000003,73.44632768361583,5000.0,-1.0
6000.0,0.4375,-1.1318156288729775E-13,6000.0,88.4,75.84943371085943,23.68421052631581,72.24880382775119,6000.0,-1.0
7000.0,0.5,-1.2935035758548313E-13,7000.0,91.5,82.39932413404676,55.497382198952884,79.80997624703089,7000.0,-1.0
8000.0,0.5625,-1.4551915228366852E-13,8000.0,88.9,77.68844221105527,35.08771929824563,79.09604519774011,8000.0,-1.0
9000.0,0.625,-1.6168794698185392E-13,9000.0,91.3,82.46321306188268,49.41860465116282,81.64556962025317,9000.0,-1.0
10000.0,0.703125,-1.8189894035458566E-13,10000.0,89.8,79.60530262131846,28.671328671328695,79.01234567901236,10000.0,-1.0
11000.0,0.75,-1.940255363782247E-13,11000.0,93.8,87.57639515078648,65.36312849162009,87.5751503006012,11000.0,-1.0
12000.0,0.8125,-2.101943310764101E-13,12000.0,88.7,77.05360116315904,18.115942028985522,74.83296213808464,12000.0,-1.0
13000.0,0.890625,-2.3040532444914184E-13,13000.0,87.8,75.60439120958227,14.685314685314696,75.30364372469636,13000.0,-1.0
14000.0,0.9375,-2.4253192047278086E-13,14000.0,91.8,83.60052478320694,16.326530612244916,82.40343347639487,14000.0,-1.0
15000.0,1.015625,-2.627429138455126E-13,15000.0,91.0,81.42828843106182,37.931034482758655,80.0,15000.0,-1.0
16000.0,1.09375,-2.829539072182443E-13,16000.0,89.3,77.84385508638826,34.75609756097563,74.58432304038006,16000.0,-1.0
17000.0,1.171875,-3.03164900590976E-13,17000.0,88.9,75.57003257328991,30.625000000000018,69.16666666666667,17000.0,-1.0
18000.0,1.234375,-3.193336952891614E-13,18000.0,87.4,73.80892990770766,9.352517985611518,69.56521739130434,18000.0,-1.0
19000.0,1.28125,-3.3146029131280043E-13,19000.0,89.0,75.6717903350658,17.910447761194046,69.01408450704226,19000.0,-1.0
20000.0,1.359375,-3.5167128468553214E-13,20000.0,92.4,84.80583455952915,38.70967741935487,85.21400778210118,20000.0,-1.0
21000.0,1.4375,-3.7188227805826386E-13,21000.0,83.89999999999999,66.99412864499622,12.021857923497276,63.73873873873873,21000.0,-1.0
22000.0,1.484375,-3.840088740819029E-13,22000.0,88.8,71.59033259603483,40.10695187165778,59.12408759124088,22000.0,-1.0
23000.0,1.546875,-4.001776687800883E-13,23000.0,82.0,62.72659126394128,-19.20529801324505,57.84543325526932,23000.0,-1.0
24000.0,1.640625,-4.2443086082736637E-13,24000.0,85.2,68.54169500748198,0.0,62.626262626262616,24000.0,-1.0
25000.0,1.703125,-4.4059965552555176E-13,25000.0,85.2,68.1261172011285,-27.58620689655175,60.742705570291776,25000.0,-1.0
26000.0,1.765625,-4.567684502237371E-13,26000.0,90.2,80.12331656660717,30.00000000000002,77.82805429864254,26000.0,-1.0
27000.0,1.8125,-4.688950462473761E-13,27000.0,90.60000000000001,80.33637352522803,12.149532710280386,77.07317073170734,27000.0,-1.0
28000.0,1.890625,-4.891060396201079E-13,28000.0,88.9,76.9105961642468,-21.978021978022007,72.92682926829269,28000.0,-1.0
