learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
53000.0,2.752564318,-7.12090357620683E-13,53000.0,86.3,72.5038735419025,82.29974160206717,71.09704641350211,53000.0,-1.0,15.0
54000.0,2.771240654,-7.169219391006562E-13,54000.0,84.89999999999999,69.68723651985385,81.51774785801713,68.8659793814433,54000.0,-1.0,15.0
55000.0,2.79242686,-7.224028257446157E-13,55000.0,85.3,70.62491007625533,81.55583437892095,70.54108216432866,55000.0,-1.0,20.0
56000.0,2.81654605,-7.286424774469601E-13,56000.0,83.39999999999999,66.68432798677006,79.42998760842627,65.84362139917694,56000.0,-1.0,18.0
57000.0,2.838346093,-7.34282164161818E-13,57000.0,85.7,71.39999999999999,83.37209302325581,71.39999999999999,57000.0,-1.0,20.0
58000.0,2.861224351,-7.402007858682838E-13,58000.0,85.7,71.43678941523316,82.53968253968253,70.14613778705636,58000.0,-1.0,20.0
59000.0,2.884723288,-7.462799776759413E-13,59000.0,85.0,69.97790373715054,81.61764705882352,68.28752642706131,59000.0,-1.0,20.0
60000.0,2.908799952,-7.525086278716724E-13,60000.0,84.2,68.42462878954414,80.17565872020076,64.57399103139012,60000.0,-1.0,22.0
61000.0,2.937170116,-7.5984800958799E-13,61000.0,85.8,71.5766928881683,82.59803921568626,71.19675456389452,61000.0,-1.0,26.0
62000.0,2.96747369,-7.676875658540263E-13,62000.0,85.1,70.17136450992952,81.46766169154229,69.8989898989899,62000.0,-1.0,28.0
63000.0,2.998687969,-7.757627221548724E-13,63000.0,85.5,70.84864617091941,82.18673218673219,69.3446088794926,63000.0,-1.0,29.0
64000.0,3.031581181,-7.842722196235426E-13,64000.0,85.39999999999999,70.78738014822403,82.32445520581112,70.38539553752535,64000.0,-1.0,30.0
65000.0,3.068725618,-7.938815120400656E-13,65000.0,86.7,73.35843916509755,83.74083129584352,72.85714285714285,65000.0,-1.0,35.0
66000.0,3.109505898,-8.044313996409378E-13,66000.0,85.5,71.0132179726045,82.63473053892216,67.84922394678492,66000.0,-1.0,36.0
67000.0,3.150425534,-8.150173387386735E-13,67000.0,83.2,66.27535370730219,79.1304347826087,64.99999999999999,67000.0,-1.0,37.0
68000.0,3.191489697,-8.256406670746706E-13,68000.0,84.6,69.18668864949657,81.08108108108107,69.07630522088353,68000.0,-1.0,38.0
