learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
49000.0,1.203125,-3.112492979400687E-13,49000.0,63.0,26.0,63.0,26.0,49000.0,-1.0,18.0
50000.0,1.234375,-3.193336952891614E-13,50000.0,63.4,26.8,63.36336336336337,26.65330661322645,50000.0,-1.0,13.0
51000.0,1.265625,-3.274180926382541E-13,51000.0,59.699999999999996,19.399999999999995,59.699999999999996,-40199.99999999996,51000.0,-1.0,20.0
52000.0,1.296875,-3.355024899873468E-13,52000.0,67.30000000000001,34.60000000000001,67.30000000000001,34.60000000000001,52000.0,-1.0,18.0
53000.0,1.328125,-3.435868873364395E-13,53000.0,66.8,33.60000000000001,66.8,33.60000000000001,53000.0,-1.0,25.0
54000.0,1.375,-3.557134833600785E-13,54000.0,62.8,25.6,62.8,25.6,54000.0,-1.0,29.0
55000.0,1.4375,-3.718822780582639E-13,55000.0,65.8,31.600000000000005,65.8,31.600000000000005,55000.0,-1.0,33.0
56000.0,1.484375,-3.8400887408190293E-13,56000.0,58.199999999999996,16.39999999999999,58.199999999999996,16.39999999999999,56000.0,-1.0,20.0
57000.0,1.515625,-3.9209327143099563E-13,57000.0,63.6,27.200000000000003,63.6,27.200000000000003,57000.0,-1.0,21.0
58000.0,1.546875,-4.0017766878008833E-13,58000.0,63.2,26.400000000000002,63.2,26.400000000000002,58000.0,-1.0,21.0
59000.0,1.59375,-4.1230426480372735E-13,59000.0,66.5,33.00000000000001,66.5,33.00000000000001,59000.0,-1.0,26.0
60000.0,1.625,-4.2038866215282004E-13,60000.0,62.7,25.4,62.7,25.4,60000.0,-1.0,6.0
61000.0,1.640625,-4.2443086082736637E-13,61000.0,58.8,17.599999999999994,58.8,17.599999999999994,61000.0,-1.0,14.0
62000.0,1.671875,-4.3251525817645906E-13,62000.0,61.5,23.0,61.5,23.0,62000.0,-1.0,20.0
63000.0,1.703125,-4.4059965552555176E-13,63000.0,65.8,31.600000000000005,65.8,31.600000000000005,63000.0,-1.0,19.0
64000.0,1.734375,-4.4868405287464446E-13,64000.0,65.9,31.800000000000004,65.9,31.800000000000004,64000.0,-1.0,23.0
65000.0,1.78125,-4.608106488982835E-13,65000.0,64.7,29.400000000000006,64.7,29.400000000000006,65000.0,-1.0,28.0
66000.0,1.828125,-4.729372449219225E-13,66000.0,65.9,31.800000000000004,65.9,31.800000000000004,66000.0,-1.0,31.0
67000.0,1.875,-4.850638409455615E-13,67000.0,65.5,31.000000000000007,65.5,31.000000000000007,67000.0,-1.0,34.0
68000.0,1.9375,-5.012326356437469E-13,68000.0,68.10000000000001,36.20000000000001,68.10000000000001,36.20000000000001,68000.0,-1.0,37.0
69000.0,2.015625,-5.214436290164787E-13,69000.0,66.10000000000001,32.2,66.10000000000001,32.2,69000.0,-1.0,44.0
70000.0,2.09375,-5.416546223892104E-13,70000.0,65.60000000000001,31.200000000000006,65.60000000000001,31.200000000000006,70000.0,-1.0,48.0
71000.0,2.171875,-5.618656157619422E-13,71000.0,64.9,29.800000000000004,64.9,29.800000000000004,71000.0,-1.0,51.0
72000.0,2.25,-5.82076609134674E-13,72000.0,65.0,30.000000000000004,65.0,30.000000000000004,72000.0,-1.0,54.0
73000.0,2.34375,-6.06329801181952E-13,73000.0,66.4,32.800000000000004,66.4,32.800000000000004,73000.0,-1.0,48.0
74000.0,2.40625,-6.224985958801374E-13,74000.0,68.10000000000001,36.20000000000001,68.10000000000001,36.20000000000001,74000.0,-1.0,48.0
75000.0,2.46875,-6.386673905783228E-13,75000.0,65.4,30.80636581434508,65.36536536536536,30.661322645290586,75000.0,-1.0,33.0
76000.0,2.5,-6.467517879274155E-13,76000.0,66.60000000000001,33.20000000000001,66.60000000000001,-16599.99999999998,76000.0,-1.0,9.0
77000.0,2.515625,-6.507939866019618E-13,77000.0,74.8,49.6,74.8,49.6,77000.0,-1.0,13.0
78000.0,2.546875,-6.588783839510545E-13,78000.0,67.9,35.80000000000001,67.9,35.80000000000001,78000.0,-1.0,14.0
79000.0,2.5625,-6.629205826256009E-13,79000.0,71.3,42.599999999999994,71.3,42.599999999999994,79000.0,-1.0,15.0
80000.0,2.59375,-6.710049799746935E-13,80000.0,70.39999999999999,40.79999999999999,70.39999999999999,40.79999999999999,80000.0,-1.0,15.0
81000.0,2.625,-6.790893773237861E-13,81000.0,69.69999999999999,39.39999999999999,69.69999999999999,39.39999999999999,81000.0,-1.0,19.0
82000.0,2.671875,-6.912159733474252E-13,82000.0,70.5,40.99999999999999,70.5,40.99999999999999,82000.0,-1.0,27.0
83000.0,2.703125,-6.993003706965178E-13,83000.0,68.8,37.59999999999999,68.8,37.59999999999999,83000.0,-1.0,17.0
84000.0,2.734375,-7.073847680456105E-13,84000.0,69.6,39.19999999999999,69.6,39.19999999999999,84000.0,-1.0,15.0
85000.0,2.765625,-7.154691653947031E-13,85000.0,71.1,42.199999999999996,71.1,42.199999999999996,85000.0,-1.0,22.0
