learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
16000.0,0.850887421,-2.2012518434267906E-13,16000.0,94.69999999999999,89.39864302630735,94.69469469469469,75.23364485981305,16000.0,-1.0,9050.0,5540.006016843905,-108.19999999999999,63.431152528636204,33.599999999999994,20.656986980465255,27.2,19.24000462000406,27.2,19.24000462000406,4.199999999999999,1.0327955589886446,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,0.900394498,-2.3293270056860316E-13,17000.0,94.69999999999999,89.4016957286834,94.69469469469469,88.42794759825327,17000.0,-1.0,9700.0,6051.629716218782,-106.8,65.58929451942257,33.2,21.25924635436439,27.0,19.516374891072598,27.0,19.516374891072598,4.0,1.247219128924647,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,0.951293091,-2.4610020297889907E-13,18000.0,95.0,89.99999999999999,95.0,89.99999999999999,18000.0,-1.0,10500.0,6377.042156569663,-114.3,69.16493973747745,35.599999999999994,22.37160899195426,29.099999999999998,20.403975647461998,29.099999999999998,20.403975647461998,4.0,1.247219128924647,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,1.075342955,-2.781919915125602E-13,19000.0,93.8,87.6,93.76257545271629,81.92419825072884,19000.0,-1.0,9500.0,6831.300510639731,-136.6,89.54229292475273,43.0,28.81357704663241,36.4,25.751806840599663,36.4,25.751806840599663,4.0,1.4907119849998598,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,1.131789967,-2.927948738862243E-13,20000.0,94.3,88.59854061319848,94.25981873111782,78.07692307692305,20000.0,-1.0,8300.0,7620.14872995709,-112.0,90.64828244986836,35.2,29.1120440902234,29.8,25.81041994578503,29.8,25.81041994578503,3.8000000000000003,1.6193277068654823,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,1.25568689,-3.2484709647380646E-13,21000.0,91.9,83.80000000000001,91.70081967213115,81.46453089244852,21000.0,-1.0,8900.0,8037.412518964048,-143.9,121.42711577092014,45.6,39.1924028919438,39.5,35.34983891209564,39.5,35.34983891209564,3.8000000000000003,1.6193277068654823,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,1.332393855,-3.4469124317790073E-13,22000.0,91.8,83.60000000000001,91.38655462184875,79.02813299232737,22000.0,-1.0,9800.0,8158.839786799755,-162.89999999999998,108.27788324491756,51.8,34.848242423399206,45.3,31.127158559688674,45.3,31.127158559688674,4.0,1.7638342073763937,0.0,0.0,0.0,0.0,1.0,0.0
23000.0,1.398862727,-3.6188678790090815E-13,23000.0,90.2,80.40023519717764,89.12319644839069,76.27118644067798,23000.0,-1.0,10300.0,8657.687656386985,-156.79999999999998,108.935046906147,49.800000000000004,35.14035350483037,43.400000000000006,31.634018257425204,43.400000000000006,31.634018257425204,4.199999999999999,1.3165611772087666,0.0,0.0,0.0,0.0,1.0,0.0
24000.0,1.46488091,-3.7896573905729585E-13,24000.0,84.0,67.9983359134675,80.1734820322181,55.05617977528089,24000.0,-1.0,10850.0,9125.818075962043,-160.8,116.70742145306022,51.20000000000001,37.61146397339809,45.0,33.7573037364591,45.0,33.7573037364591,3.8,1.8737959096740262,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,1.554163536,-4.020632182558378E-13,25000.0,74.5,49.0,66.62303664921467,33.76623376623377,25000.0,-1.0,11300.0,9693.067396627115,-164.3,127.52520448043899,52.199999999999996,41.18467892041624,45.5,37.24170302825106,45.5,37.24170302825106,3.8000000000000007,1.932183566158592,0.0,0.0,0.0,0.0,1.0,0.0
26000.0,1.640870301,-4.244943203714987E-13,26000.0,68.89999999999999,37.79502360188813,59.132720105124825,14.79452054794519,26000.0,-1.0,12100.0,9940.936687366147,-184.70000000000002,104.71129621753117,58.800000000000004,33.76322786043354,51.5,30.38731460476376,51.5,30.38731460476376,4.0,1.699673171197595,0.0,0.0,0.0,0.0,1.0,0.0
27000.0,1.715925125,-4.439110570173297E-13,27000.0,61.9,23.804266961050185,53.0209617755857,1.8041237113402078,27000.0,-1.0,10450.0,9630.535926012748,-171.79999999999998,108.59691012588199,54.6,34.792080835858165,47.599999999999994,30.623883199591493,47.599999999999994,30.623883199591493,3.6,2.1186998109427604,0.0,0.0,0.0,0.0,1.0,0.0
28000.0,1.812122413,-4.687973642204371E-13,28000.0,67.5,35.00000000000001,64.04867256637169,14.698162729658806,28000.0,-1.0,9150.0,9168.333181845723,-181.89999999999998,108.17213648214178,57.99999999999999,34.54144048981037,51.099999999999994,30.064560162719452,51.099999999999994,30.064560162719452,3.6999999999999997,2.263232692902394,0.0,0.0,0.0,0.0,1.0,0.0
29000.0,1.897814473,-4.909659614269104E-13,29000.0,69.19999999999999,38.39999999999999,67.3036093418259,19.582245430809387,29000.0,-1.0,9900.0,9424.554218753385,-186.8,126.60946076638805,59.4,40.3627991541166,51.800000000000004,34.91831738341481,51.800000000000004,34.91831738341481,3.9,2.64365067451978,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,1.982756226,-5.12940453675886E-13,30000.0,71.89999999999999,43.80359656981953,71.23848515864893,15.105740181268864,30000.0,-1.0,8050.0,7836.70140358103,-165.7,126.08819664557555,52.599999999999994,40.086572980654424,45.699999999999996,34.32540361500988,45.699999999999996,34.32540361500988,3.5,2.592724864350674,0.0,0.0,0.0,0.0,1.0,0.0
31000.0,2.068308221,-5.35072815966689E-13,31000.0,81.6,63.20044159470085,81.3953488372093,54.22885572139302,31000.0,-1.0,6550.0,6143.87680721401,-157.5,120.93823033084102,50.0,38.33478258130018,43.5,32.486749435560476,43.5,32.486749435560476,3.4,2.6331223544175333,0.0,0.0,0.0,0.0,1.0,0.0
32000.0,2.144826496,-5.548681484328376E-13,32000.0,84.2,68.39999999999999,84.13654618473895,59.8984771573604,32000.0,-1.0,7450.0,6260.324805205131,-165.70000000000005,124.65155879936324,52.599999999999994,39.50583641832066,45.7,33.41672901074816,45.7,33.41672901074816,3.4,2.6331223544175333,0.0,0.0,0.0,0.0,1.0,0.0
33000.0,2.213746825,-5.726978868349559E-13,33000.0,83.3,66.59278404135293,83.28328328328328,-1.829268292682928,33000.0,-1.0,6200.0,4410.845220086005,-143.20000000000002,132.15546400609648,45.4,41.90783538512419,39.400000000000006,35.50023474100793,39.400000000000006,35.50023474100793,2.9,2.5582111805799856,0.0,0.0,0.0,0.0,1.0,0.0
34000.0,2.292065174,-5.929588997322653E-13,34000.0,83.5,67.0,83.46693386773548,67.0,34000.0,-1.0,7000.0,4696.334267868457,-154.2,130.80332989305398,48.8,41.273612770281105,42.0,34.31876713662333,42.0,34.31876713662333,3.1999999999999997,2.2997584414213788,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,2.356386234,-6.095988039548199E-13,35000.0,86.6,73.20546608491867,86.58658658658659,37.08920187793426,35000.0,-1.0,7900.0,4857.983120596447,-158.4,136.35346224671622,50.0,42.85634919900045,42.599999999999994,35.103656029916124,42.599999999999994,35.103656029916124,3.1,2.4244128727957572,0.0,0.0,0.0,0.0,1.0,0.0
36000.0,2.415731553,-6.24951480422169E-13,36000.0,88.5,77.0,88.5,60.20761245674742,36000.0,-1.0,8800.0,5034.326612809746,-165.39999999999998,142.14562173270681,52.00000000000001,44.49469381597965,43.60000000000001,35.88933608252519,43.60000000000001,35.88933608252519,3.4,2.3190036174568114,0.0,0.0,0.0,0.0,1.0,0.0
37000.0,2.50205691,-6.47283912015458E-13,37000.0,86.1,72.2,86.1,72.2,37000.0,-1.0,9700.0,5223.876806442596,-179.20000000000002,161.7582558428884,56.199999999999996,50.554261277693826,46.6,40.50843533553639,46.6,40.50843533553639,3.7,2.496664441476534,0.0,0.0,0.0,0.0,1.0,0.0
38000.0,2.57448314,-6.660206295135949E-13,38000.0,88.4,76.8,88.4,76.8,38000.0,-1.0,9750.0,6223.834116612614,-180.1,174.27720575119525,56.2,54.35848088793914,45.699999999999996,43.22049410998341,45.699999999999996,43.22049410998341,3.6999999999999997,2.584139659108574,0.0,0.0,0.0,0.0,1.0,0.0
39000.0,2.655255292,-6.869164430018929E-13,39000.0,89.1,78.2,89.1,78.2,39000.0,-1.0,10600.0,6471.304179049056,-192.5,171.2608471828216,60.00000000000001,53.252021349219966,48.5,41.820383121684145,48.5,41.820383121684145,3.7999999999999994,2.4855135843076326,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,2.725607504,-7.051166105601524E-13,40000.0,91.10000000000001,82.2,91.10000000000001,82.2,40000.0,-1.0,11400.0,6806.043066438988,-198.79999999999998,172.0024547628447,61.8,53.46816290508254,49.39999999999999,41.93698977169333,49.39999999999999,41.93698977169333,3.9999999999999996,2.260776661041756,0.0,0.0,0.0,0.0,1.0,0.0
41000.0,2.789828357,-7.217305911601419E-13,41000.0,90.4,80.80000000000001,90.3903903903904,52.94117647058824,41000.0,-1.0,10850.0,7717.404572350301,-192.0,184.4487281965732,59.599999999999994,57.27943202697922,47.39999999999999,44.709432263598835,47.39999999999999,44.709432263598835,4.1000000000000005,2.4244128727957577,0.0,0.0,0.0,0.0,1.0,0.0
42000.0,2.863734588,-7.408501859754325E-13,42000.0,90.3,80.60000000000001,90.2902902902903,79.27350427350429,42000.0,-1.0,11700.0,7941.452428030194,-200.2,181.50286193029817,62.2,56.20755188485698,49.6,43.35691665953914,49.6,43.35691665953914,4.2,2.394437999475729,0.0,0.0,0.0,0.0,1.0,0.0
43000.0,2.92336273,-7.562760289551485E-13,43000.0,90.5,81.0,90.5,81.0,43000.0,-1.0,12450.0,8321.491586381748,-200.40000000000003,196.2120168479891,61.99999999999999,60.642852468824024,48.599999999999994,46.39492309389993,48.599999999999994,46.39492309389993,4.1,2.5582111805799856,0.0,0.0,0.0,0.0,1.0,0.0
44000.0,2.998194541,-7.756350719783871E-13,44000.0,87.1,74.2,87.02213279678068,62.390670553935855,44000.0,-1.0,13250.0,8638.576271585498,-210.7,207.80656069206927,65.2,64.33557854458657,51.099999999999994,49.585952311785505,51.099999999999994,49.585952311785505,4.2,2.3944379994757297,0.0,0.0,0.0,0.0,1.0,0.0
45000.0,3.07148635,-7.94595715382861E-13,45000.0,89.1,78.2,89.02316213494461,56.400000000000006,45000.0,-1.0,14050.0,8964.280971351429,-219.1,213.34033842665573,67.6,65.93633292806024,52.3,50.427175213370816,52.3,50.427175213370816,4.1000000000000005,2.558211180579986,0.0,0.0,0.0,0.0,1.0,0.0
46000.0,3.166509368,-8.191782380971646E-13,46000.0,88.9,77.8,88.62704918032787,75.11210762331838,46000.0,-1.0,13700.0,10217.631819555842,-232.0,232.12113695702556,71.8,71.80962485782962,56.2,55.17205411760156,56.2,55.17205411760156,3.9,2.6436506745197805,0.0,0.0,0.0,0.0,1.0,0.0
