learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
3000.0,0.296875,-7.680177481638061E-14,3000.0,89.9,79.80000000000001,89.9,79.80000000000001,3000.0,-1.0,527.0,621.6295788758232,-9.6,7.947046970765654,2.6,2.2705848487901865,1.8,1.1352924243950933,1.8,1.1352924243950933,0.7999999999999999,1.1352924243950933,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.40625,-1.0509716553820504E-13,4000.0,88.7,77.4,88.7,77.4,4000.0,-1.0,317.0,553.1736717443366,-6.1,4.724639903973871,1.6,1.349897115421106,1.2999999999999998,0.6749485577105528,1.2999999999999998,0.6749485577105528,0.30000000000000004,0.674948557710553,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.5,-1.2935035758548313E-13,5000.0,89.5,79.0,89.5,79.0,5000.0,-1.0,300.0,410.09483997945864,-7.5,5.948856099191582,2.0,1.699673171197595,1.5,0.8498365855987975,1.5,0.8498365855987975,0.5,0.8498365855987975,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.609375,-1.5764574830730757E-13,6000.0,89.60000000000001,79.2,89.60000000000001,79.2,6000.0,-1.0,281.0,436.2071373403542,-6.1,6.640783086353596,1.6,1.8973665961010275,1.2999999999999998,0.9486832980505138,1.2999999999999998,0.9486832980505138,0.3,0.9486832980505138,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.703125,-1.8189894035458566E-13,7000.0,89.8,79.60000000000001,89.8,79.60000000000001,7000.0,-1.0,618.0,761.9536293852359,-10.3,9.592242235844084,2.8,2.7406406388125952,1.9,1.3703203194062976,1.9,1.3703203194062976,0.9,1.3703203194062976,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.828125,-2.1423652975095645E-13,8000.0,90.5,81.0,90.5,81.0,8000.0,-1.0,303.0,430.1433869459501,-6.8,5.902918298980975,1.8,1.6865480854231356,1.4,0.8432740427115678,1.4,0.8432740427115678,0.39999999999999997,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.9375,-2.4253192047278086E-13,9000.0,84.89999999999999,69.8,84.89999999999999,69.8,9000.0,-1.0,183.0,120.09718287009622,-5.3999999999999995,2.9514591494904874,1.4,0.8432740427115678,1.2000000000000002,0.4216370213557839,1.2000000000000002,0.4216370213557839,0.19999999999999998,0.4216370213557839,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.046875,-2.7082731119460527E-13,10000.0,88.0,76.0,88.0,76.0,10000.0,-1.0,335.0,308.013347474135,-5.3999999999999995,4.427188724235731,1.4,1.2649110640673518,1.2000000000000002,0.6324555320336759,1.2000000000000002,0.6324555320336759,0.19999999999999998,0.6324555320336759,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,1.140625,-2.9508050324188337E-13,11000.0,90.2,80.4,90.2,80.4,11000.0,-1.0,656.0,679.6436975030045,-11.7,7.703534542302283,3.2,2.2010098692292237,2.0999999999999996,1.1005049346146119,2.0999999999999996,1.1005049346146119,1.1,1.1005049346146119,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,1.234375,-3.1933369528916146E-13,12000.0,89.3,78.60000000000001,89.3,78.60000000000001,12000.0,-1.0,314.0,687.1875047370016,-6.099999999999999,6.640783086353596,1.6,1.8973665961010275,1.2999999999999998,0.9486832980505138,1.2999999999999998,0.9486832980505138,0.3,0.9486832980505138,0.0,0.0,0.0,0.0,1.0,0.0
