learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),[avg] classified instances,[err] classified instances,[avg] classifications correct (percent),[err] classifications correct (percent),[avg] Kappa Statistic (percent),[err] Kappa Statistic (percent),[avg] Kappa Temporal Statistic (percent),[err] Kappa Temporal Statistic (percent),[avg] Kappa M Statistic (percent),[err] Kappa M Statistic (percent)
1000.0,0.671875,-1.7381454300549298E-12,1000.0,0.0,48.07,1.344164341804148,29.64781010394869,1.9628001648179305,32.906976744186046,1.7366464364394671,24.410480349344972,1.956571094329182
2000.0,1.34375,-3.4762908601098604E-12,2000.0,0.0,45.480000000000004,0.6613118276073211,25.491571371628947,1.0264188008809625,29.651612903225807,0.8533055840094462,19.82352941176471,0.9725173935401772
3000.0,2.0,-5.174014303419325E-12,3000.0,0.0,45.26,0.51033757890679,26.257930241452843,0.6039710833255096,28.537859007832896,0.6662370481811879,22.022792022792032,0.726976608129332
4000.0,2.71875,-7.033425693710645E-12,4000.0,0.0,56.88,1.695615260343896,42.623201055921264,2.3005302224893245,43.11345646437995,2.2369594463639797,38.31187410586552,2.4257729046407657
5000.0,3.40625,-8.81199311051104E-12,5000.0,0.0,67.44,1.8482424083436646,57.56378336631462,2.4575556646436536,58.41634738186462,2.3604628459050643,55.274725274725284,2.538794516955589
6000.0,4.109375,-1.063098251405689E-11,6000.0,0.0,69.77999999999999,1.881961152037353,60.09115646720574,2.5881803249085062,61.20667522464698,2.4158679743740104,55.81871345029239,2.7514051930370718
7000.0,4.78125,-1.2369127944111817E-11,7000.0,0.0,68.95,2.416264334325472,59.08263305037777,3.305459641292142,59.67532467532467,3.1380056289941156,55.95744680851064,3.427325296915567
8000.0,5.453125,-1.4107273374166744E-11,8000.0,0.0,68.57,1.7531241953850347,58.333079150552514,2.449829061071095,59.65340179717587,2.2504803535109614,54.64646464646464,2.5297607437013543
9000.0,6.140625,-1.588584079096713E-11,9000.0,0.0,64.31,2.220335310012634,52.73259018842757,2.9749414539930794,54.47704081632653,2.8320603444038706,49.51909476661952,3.140502560131024
10000.0,6.84375,-1.770483019451298E-11,10000.0,0.0,65.96000000000001,2.977769485892269,54.361140649029345,4.113916514348941,55.61929595827901,3.882359173262411,50.23391812865497,4.353464160661212
11000.0,7.53125,-1.948339761131336E-11,11000.0,0.0,67.91,2.6176537416379366,57.533424492847715,3.6205357373341776,58.85897435897436,3.355966335433254,54.157142857142865,3.739505345197055
12000.0,8.21875,-2.126196502811374E-11,12000.0,0.0,66.16000000000001,1.7658488673219563,55.238984573190656,2.43529824873711,56.33548387096775,2.278514667512196,51.51862464183381,2.5298694374240056
13000.0,8.921875,-2.308095443165959E-11,13000.0,0.0,65.34,1.4492910144082358,54.0905906531574,2.0031630557476667,55.62099871959027,1.855686318064323,51.320224719101134,2.035521087652015
14000.0,9.609375,-2.485952184845997E-11,14000.0,0.0,65.14,1.84824240834367,54.13554220807057,2.5334538414567263,54.31192660550458,2.422336052875059,50.20000000000001,2.640346297633814
15000.0,10.3125,-2.667851125200582E-11,15000.0,0.0,65.82,1.8060392514499153,54.71131752530889,2.4785371353094656,54.84808454425364,2.3857850085203656,50.96126255380201,2.591161049425991
16000.0,11.0,-2.84570786688062E-11,16000.0,0.0,67.66999999999999,1.2266032592307659,57.5319380967654,1.6687684049064881,58.91994917407879,1.558581015541006,54.206798866855536,1.7373983841795648
17000.0,11.703125,-3.027606807235207E-11,17000.0,0.0,69.01000000000002,1.3908031252960777,58.9562632899985,1.9050343510925591,60.622617534942826,1.7672212519645183,54.692982456140356,2.033337902479636
18000.0,12.40625,-3.209505747589795E-11,18000.0,0.0,70.22,1.0239357618739804,60.78597540152421,1.3447234727239985,61.771501925545564,1.3144233143440038,57.81869688385269,1.4503339403314137
19000.0,13.109375,-3.3914046879443834E-11,19000.0,0.0,68.35,1.4214624706813546,58.415109416383515,1.9062130468290182,59.47503201024328,1.8200543798736943,54.46043165467626,2.0452697419875654
20000.0,13.828125,-3.5773458269735186E-11,20000.0,0.0,69.19,1.009345222298976,59.498573743080826,1.40186077528066,61.09848484848485,1.2744257857310328,55.02189781021897,1.4734966748890135
21000.0,14.546875,-3.763286966002654E-11,21000.0,0.0,67.58,1.7887301516873777,57.66770548064717,2.402493302016756,57.45406824146983,2.347414897227533,53.419540229885065,2.5700145857577272
22000.0,15.265625,-3.949228105031789E-11,22000.0,0.0,72.7,1.4996295838936005,64.27038879503182,1.9924862760768454,64.22018348623854,1.9654385110007888,60.71942446043164,2.1577404084800023
23000.0,16.0,-4.139211442735465E-11,23000.0,0.0,72.39,1.3963842196504856,63.8420710985052,1.8729410977612964,64.04947916666667,1.8182086193365692,60.89235127478754,1.9778813309496932
24000.0,16.703125,-4.321110383090053E-11,24000.0,0.0,76.25999999999999,1.55863187871073,69.18823528574279,2.0488572560191893,69.328165374677,2.0137362774040475,66.7972027972028,2.1799047254695485
25000.0,17.40625,-4.503009323444641E-11,25000.0,0.0,76.21,1.2224292753911508,69.0351106848166,1.6086080729841161,69.26356589147287,1.579365988877458,66.11111111111111,1.7413522441469398
26000.0,18.15625,-4.697034859822864E-11,26000.0,0.0,74.79,1.1551334699216935,67.318057187309,1.4998835235792682,68.04816223067174,1.4640474903950513,64.93741307371349,1.6065834074015213
27000.0,18.890625,-4.8870181975265397E-11,27000.0,0.0,75.54,1.2624491188866902,68.33519309207342,1.6771445630671038,68.68117797695263,1.616452136858761,66.02777777777777,1.7534015540092915
28000.0,19.625,-5.0770015352302154E-11,28000.0,0.0,73.61,1.5828595782457895,65.3305538958975,2.1194916557415215,65.72727272727272,2.0556617899296,62.35378031383736,2.2580022514205305
29000.0,20.375,-5.271027071608438E-11,29000.0,0.0,74.52000000000001,1.7145132124179048,66.92974052406258,2.2699604626981165,66.64921465968587,2.244127241384692,64.21348314606742,2.408024174744246
30000.0,21.109375,-5.461010409312114E-11,30000.0,0.0,73.89999999999999,1.5972198067614591,66.07788651946252,2.113808372302654,66.83608640406607,2.029504201729939,63.18758815232722,2.252778288803187
31000.0,21.84375,-5.6509937470157896E-11,31000.0,0.0,74.43,1.8773799710116126,66.6159602769512,2.4270781554281458,66.35526315789474,2.4702368039626474,62.78020378457059,2.7327219374259273
32000.0,22.5625,-5.836934886044925E-11,32000.0,0.0,77.11,1.9728434076507737,70.11148154764687,2.6398839571848556,71.38749999999999,2.4660542595634665,67.57790368271957,2.794395761545008
33000.0,23.3125,-6.030960422423154E-11,33000.0,0.0,75.7,1.7262676501632086,67.96858052247467,2.2745604662653567,68.80616174582799,2.216004685703733,64.73149492017417,2.505468287609882
34000.0,24.0625,-6.224985958801383E-11,34000.0,0.0,75.68,2.2349745213561434,68.11830923852675,2.934354966291378,68.7001287001287,2.876415085400446,65.10760401721663,3.2065631583301917
35000.0,24.796875,-6.414969296505065E-11,35000.0,0.0,78.25,1.6568041525780883,71.60794700319073,2.172048999424404,72.32824427480915,2.1078933238907043,69.32299012693936,2.3368182687984382
36000.0,25.515625,-6.6009104355342E-11,36000.0,0.0,76.35,1.663496985937225,68.96640500150872,2.1951450202906746,69.60154241645245,2.1381709330812635,66.54879773691655,2.3528953124996055
37000.0,26.265625,-6.79493597191243E-11,37000.0,0.0,77.7,1.8636880997992515,70.59745175712051,2.479395930242802,70.5026455026455,2.465195899205351,67.25403817914832,2.736693244932812
38000.0,27.03125,-6.993003706965206E-11,38000.0,0.0,77.92,1.677829285449242,71.11389583484626,2.217588232874921,72.36545682102629,2.099911496181778,69.29068150208623,2.333559506883511
39000.0,27.765625,-7.182987044668888E-11,39000.0,0.0,79.01,1.3535549900580726,72.42739853505117,1.793652250199201,73.49747474747474,1.7090340783561568,70.05706134094152,1.9308915692697188
40000.0,28.515625,-7.377012581047117E-11,40000.0,0.0,81.49,1.547363348839997,75.65110938712712,2.0285288197704245,76.29961587708067,1.9812590894238082,72.53709198813057,2.295791318753702
41000.0,29.28125,-7.575080316099893E-11,41000.0,0.0,79.76,1.7115295303713942,73.74454141628415,2.234869373042667,72.97730307076102,2.285086155369017,71.69230769230771,2.39374759492503
42000.0,30.03125,-7.769105852478123E-11,42000.0,0.0,78.41000000000001,2.0195984199285184,71.78149131696432,2.6845543836849335,72.91091593475535,2.534000526886472,68.97988505747128,2.901721867713387
43000.0,30.796875,-7.967173587530899E-11,43000.0,0.0,79.14999999999999,1.404951561047179,72.48304738748632,1.8921715429368233,72.12566844919786,1.8782774880309852,69.20236336779911,2.0752607991834204
44000.0,31.546875,-8.161199123909128E-11,44000.0,0.0,79.27,1.4613920304513337,72.89478595442894,1.9011722554075843,73.98996235884567,1.8336160984332952,70.04335260115607,2.111838194293835
45000.0,32.3125,-8.359266858961904E-11,45000.0,0.0,78.74000000000001,1.4975535605335364,71.85673595512121,2.015907079069449,71.3477088948787,2.018266254088321,68.87262079062957,2.1926113624209904
46000.0,33.0625,-8.553292395340133E-11,46000.0,0.0,78.17,1.3880842113423035,71.56083110245295,1.8155872583430241,71.42670157068063,1.8168641509715993,69.59610027855155,1.9332649183040442
47000.0,33.796875,-8.743275733043815E-11,47000.0,0.0,77.78,1.6054075287394574,70.84326933183448,2.1156712477269974,70.83989501312335,2.1068340272171384,68.25714285714287,2.2934393267706574
48000.0,34.5625,-8.941343468096592E-11,48000.0,0.0,77.50999999999999,1.0795575225269134,70.53334719969006,1.4490039653521511,70.40789473684212,1.4204704243775168,67.73314203730271,1.548863016537899
49000.0,35.328125,-9.139411203149368E-11,49000.0,0.0,76.87,1.0551987701113215,69.70422264669608,1.4010985152646593,70.15483870967743,1.3615468001436446,66.62337662337663,1.522653347923988
50000.0,36.078125,-9.333436739527597E-11,50000.0,0.0,77.24,1.4975535605335364,70.35272215684343,1.973404161906216,70.13123359580054,1.9652933865269504,68.21229050279331,2.091555252141812
51000.0,36.84375,-9.531504474580373E-11,51000.0,0.0,75.19,1.3345411196362569,67.56414746908172,1.7239108164268626,67.39816031537451,1.753667699916246,63.67496339677891,1.953940145880321
52000.0,37.609375,-9.729572209633149E-11,52000.0,0.0,76.61,1.3510900948657907,69.44790044927134,1.7511528629435729,70.27954256670903,1.7167599680632644,66.48997134670488,1.935659161698837
53000.0,38.40625,-9.935724342035019E-11,53000.0,0.0,74.51,1.768521039362179,66.68395838491939,2.3431201543230173,66.63612565445027,2.3148181143483977,64.09859154929579,2.4908747033270084
54000.0,39.1875,-1.0137834275762342E-10,54000.0,0.0,77.34,1.478888471491723,70.54073025671569,1.8998368689772143,70.5331599479844,1.9231319525249904,67.72079772079773,2.106678734318688
55000.0,39.953125,-1.0335902010815119E-10,55000.0,0.0,75.38,1.3878840809744277,67.79256799912702,1.8330164916017369,68.27319587628865,1.788510413626838,64.42196531791909,2.005612833778073
56000.0,40.734375,-1.0538011944542442E-10,56000.0,0.0,74.95,1.1872002545672131,67.22421789675542,1.5915566517174988,67.25490196078431,1.5518957576041956,64.6685472496474,1.6744714450877474
57000.0,41.5,-1.0736079679595218E-10,57000.0,0.0,73.14000000000001,1.3141959941770964,64.69500719952661,1.7254835699910962,65.43114543114545,1.6913719358778558,61.95467422096318,1.8614674138485725
58000.0,42.296875,-1.0942231811997088E-10,58000.0,0.0,70.11999999999999,1.2787146323989171,61.17792497624432,1.6830188885301365,62.649999999999984,1.5983932904986469,58.268156424581,1.7859142910599408
59000.0,43.078125,-1.1144341745724411E-10,59000.0,0.0,71.17,1.3856807392437491,62.48119486235731,1.7873445401926111,63.03846153846154,1.7765137682612182,58.81428571428572,1.9795439132053574
60000.0,43.875,-1.1350493878126281E-10,60000.0,0.0,69.95,1.3426756040748569,60.96322290764687,1.7371058572447409,62.15365239294711,1.6910272091622847,56.886657101865126,1.9263638508964904
61000.0,44.671875,-1.1556646010528151E-10,61000.0,0.0,72.02,1.561907665502528,63.036464780017354,2.0233267741097087,62.54350736278447,2.0909071827343033,58.486646884273,2.317370423594253
62000.0,45.46875,-1.1762798142930015E-10,62000.0,0.0,69.29,2.3081738813760695,59.406386012927065,3.0920757063439948,59.803664921465966,3.021170001801133,55.7492795389049,3.3258989645188253
63000.0,46.265625,-1.1968950275331872E-10,63000.0,0.0,70.59000000000002,1.9807125541638388,61.181081187901135,2.6831109297295885,62.58269720101781,2.5199905269259966,56.494082840236686,2.930048157047089
64000.0,47.0625,-1.217510240773373E-10,64000.0,0.0,71.64,2.3348566456113633,62.68766996671033,3.1496410699636153,63.734015345268546,2.9857501862037927,59.54350927246789,3.3307512776196346
65000.0,47.859375,-1.2381254540135586E-10,65000.0,0.0,69.97999999999999,1.5331883989473232,60.707804837974614,2.0085737398382015,61.70918367346938,1.9555974476368885,57.8370786516854,2.153354492903547
66000.0,48.65625,-1.2587406672537444E-10,66000.0,0.0,72.28999999999999,1.2178761111961367,63.36757515183049,1.646487887186581,64.42875481386393,1.5633839681593535,59.54744525547444,1.7779213302133372
67000.0,49.4375,-1.2789516606264767E-10,67000.0,0.0,73.79,1.3303717107969895,64.98290409790768,1.8342382306347536,66.35430038510911,1.7077942372233343,61.848617176128094,1.936494484420644
68000.0,50.234375,-1.2995668738666624E-10,68000.0,0.0,74.17,2.1421951358361375,66.29178166950025,2.8093283067062162,66.67096774193548,2.7641227559175983,63.82352941176471,3.0002732994903876
69000.0,51.03125,-1.320182087106848E-10,69000.0,0.0,73.81,1.6093131730303125,65.3974245082922,2.1136727392856205,66.20645161290324,2.0765331264907276,60.910447761194035,2.401959959746737
70000.0,51.84375,-1.3412015202144898E-10,70000.0,0.0,73.76,1.747506159582217,65.07151467382495,2.350130842034535,65.92207792207792,2.2694885189379392,60.54135338345864,2.6278288114018262
71000.0,52.640625,-1.3618167334546755E-10,71000.0,0.0,76.21,1.6602877929911883,68.37621783848064,2.2715429215088276,68.65612648221344,2.187467447946234,65.32069970845481,2.420244596197073
72000.0,53.4375,-1.3824319466948613E-10,72000.0,0.0,77.22000000000001,1.3256444973420813,70.33272285595224,1.7691470787084398,70.83226632522408,1.697368114394467,69.04891304347825,1.8011474148669575
73000.0,54.203125,-1.4022387202001376E-10,73000.0,0.0,75.99,1.678921611564331,68.29104448190702,2.2654469903352363,68.69621903520208,2.1889460385454154,65.4034582132565,2.419195405712299
74000.0,54.984375,-1.42244971357287E-10,74000.0,0.0,75.4,1.4988884770611433,67.28493638271316,2.0239524471135715,67.63157894736842,1.9722216803436097,64.34782608695653,2.1723021406683207
75000.0,55.765625,-1.4426607069456022E-10,75000.0,0.0,72.78999999999999,1.3795732029226373,64.20110785774378,1.8440572676812326,64.66233766233768,1.7916535102891438,60.277372262773724,2.01397547871918
76000.0,56.5625,-1.463275920185788E-10,76000.0,0.0,75.27,0.7008724721532581,67.60208059565862,0.9307965253571275,68.57687420584497,0.8905622263700886,65.11988716502117,0.9885366320920429
77000.0,57.390625,-1.484699573160883E-10,77000.0,0.0,73.47999999999999,1.6074825037928115,65.38618164463762,2.124004805750475,65.1968503937008,2.1095570915916144,62.54237288135594,2.2704555138316556
78000.0,58.15625,-1.5045063466661594E-10,78000.0,0.0,74.60000000000002,0.6377042156569653,66.38341662503841,0.8441293185494791,65.81426648721401,0.8582829282058771,63.453237410071935,0.9175600225280116
79000.0,58.96875,-1.525525779773801E-10,79000.0,0.0,73.25999999999999,1.1423173328322076,65.03203878341117,1.5355004470097555,63.61904761904762,1.5541732419485812,60.50221565731166,1.6873225004907084
80000.0,59.765625,-1.5461409930139868E-10,80000.0,0.0,71.33000000000001,1.3768321127380272,62.44949073415634,1.770004892144598,62.57180156657963,1.797430956577062,59.67651195499296,1.9364727324022915
81000.0,60.5625,-1.5667562062541725E-10,81000.0,0.0,71.02,0.8816650913659526,61.949973159972416,1.137590471134139,62.50970245795602,1.1405757973686341,58.835227272727266,1.2523651865993652
82000.0,61.40625,-1.5885840790967236E-10,82000.0,0.0,72.94999999999999,1.207614728849121,64.58950506950826,1.5957985965639139,65.00646830530401,1.5622441511631606,61.46723646723647,1.7202489014944753
83000.0,62.203125,-1.6091992923369093E-10,83000.0,0.0,71.45,1.1197718021493888,62.34000984783473,1.513328036742029,62.581913499344694,1.467590828505095,59.44602272727273,1.5905849462349269
84000.0,63.015625,-1.630218725444551E-10,84000.0,0.0,73.49,1.393197760549451,64.73190374266312,1.9216686348802259,66.18622448979592,1.777037959884501,61.46802325581396,2.024996744984664
85000.0,63.8125,-1.6508339386847368E-10,85000.0,0.0,72.76999999999998,1.8785632808079742,64.57134296527921,2.4911305364111733,65.31210191082803,2.393074243067474,61.430594900849854,2.660854505393729
86000.0,64.609375,-1.6714491519249225E-10,86000.0,0.0,74.13999999999999,1.3712929827153797,65.98905016915356,1.8380326508954299,67.18274111675126,1.7402195212124136,61.34529147982062,2.049765295538686
87000.0,65.4375,-1.6928728049000176E-10,87000.0,0.0,72.61999999999999,1.5668794181784067,63.777702751450434,2.128472417580914,64.16230366492147,2.0508892908094376,59.6759941089838,2.3076280090992825
88000.0,66.25,-1.7138922380076593E-10,88000.0,0.0,71.39000000000001,1.3084766375870502,62.897796842650465,1.7296091804309472,62.940414507772026,1.6949179243355574,60.09762900976289,1.8249325489359138
89000.0,67.0625,-1.734911671115301E-10,89000.0,0.0,71.62,1.3717790557439538,63.39443480301638,1.8091025951348423,63.70843989769822,1.7541931659129877,61.01648351648351,1.8843118897581763
90000.0,67.875,-1.7559311042229427E-10,90000.0,0.0,74.92,1.385480261698287,67.16781386485583,1.8268467444026306,67.38621586475944,1.8016648396596735,63.704775687409544,2.0050365581740786
